dish_id,total_calories,total_mass,ingredients,split
dish_1559843052,53.5,130.0,strawberries;mandarin oranges,train
dish_1564432165,246.028381,160.0,lime;mixed greens;cherry tomatoes;olive oil;vinegar;cucumbers;pepperoni pizza;onions;pineapple;pepper;salt;lettuce,train
dish_1567007814,73.0,152.0,pineapple;berries;raspberries;cantaloupe,test
dish_1562617416,200.949997,168.0,broccoli;pepperoni pizza;caesar salad,train
dish_1567110756,111.720001,42.0,pizza,train
dish_1559846585,114.972008,201.0,pears,train
dish_1565118782,557.521606,353.0,shallots;salt;kale;olive oil;onions;chard;vinegar;beef;apple;mixed greens;spinach (cooked);lemon juice;parsley;bok choy;millet,test
dish_1559578599,229.97998,193.0,bacon;strawberries;sweet potato,test
dish_1558632080,72.148003,68.0,corn on the cob,train
dish_1558718906,282.580017,247.0,corn on the cob;cantaloupe;cauliflower;almonds,test
dish_1564428102,133.219666,107.0,salt;garlic;olive oil;mustard;pecans;chard;arugula;vinegar;blueberries,test
dish_1560526490,141.67276,170.0,parsley;cucumbers;blueberries;mustard greens;almonds;olive oil;mustard;spinach (raw);pineapple;salt;carrot;tomatoes;garlic;berries;vinegar,test
dish_1568405405,83.715767,74.0,tomatoes;garlic;olive oil;mustard greens;cucumbers;mustard;vinegar;spinach (raw);salt,train
dish_1560541680,95.052574,77.0,salt;walnuts;olive oil;mustard;chard;arugula;vinegar;blueberries;pepper,train
dish_1561147944,42.371025,34.0,olive oil;mustard;carrot;salt;raspberries;almonds;arugula;vinegar;chard;blueberries,test
dish_1561393741,188.830002,165.0,broccoli;scrambled eggs,test
dish_1562703345,154.279999,58.0,pizza,test
dish_1559239369,130.919998,276.0,berries;spinach (raw);orange,test
dish_1562963648,252.588776,247.0,mixed greens;caesar salad;carrot;cabbage;pizza;rice noodles;garlic;soy sauce;olive oil;green onions;vinegar;radishes,train
dish_1565022027,178.176575,267.0,sweet potato;egg whites;olive oil,train
dish_1562686492,160.0,100.0,chicken apple sausage,train
dish_1563997418,608.703918,400.0,garlic;shallots;steak;pepper;spinach (raw);blueberries;tatsoi;lemon juice;parsley;mustard;almonds;jalapenos;brown rice;vinegar;olive oil;salt;cilantro;carrot,train
dish_1560456370,258.382751,186.0,green beans;garlic;zucchini;lemon juice;pumpkin seeds;salt;thyme;carrot;chicken;rosemary;basil;vinegar;spinach (raw);white rice;olive oil;squash;parsley;mustard;lettuce;mixed greens;pepper;wheat berry;arugula,test
dish_1562686664,119.129997,209.0,berries,train
dish_1566851704,461.160156,348.0,quinoa;cabbage;pork;lemon juice;thyme;broccoli;cheese pizza;pepper;wheat berry;mayonnaise;jalapenos;arugula;parsley;olive oil;carrot;salt;garlic;caesar salad;shallots,test
dish_1565724552,108.80024,298.0,zucchini;broccoli;olive oil;chayote squash,train
dish_1560453294,115.954453,138.0,kimchi;pepper;chicken;wheat berry;basil;garlic;thyme;salt;spinach (raw);squash;parsley;zucchini;lemon juice;rosemary;olive oil,train
dish_1566500963,5.75,25.0,spinach (raw),train
dish_1558110297,29.07,51.0,berries,test
dish_1562783605,75.599998,270.0,mixed greens,train
dish_1562011727,372.352112,182.0,wheat berry;pork;jalapenos;lemon juice;pepper;cabbage;carrot;garlic;salt;parsley;mayonnaise;olive oil,train
dish_1566847043,434.877106,483.0,carrot;garlic;salt;lemon juice;parsley;cabbage;squash;jalapenos;pork;wheat berry;olive oil;mayonnaise;pepper,train
dish_1565884738,228.659988,463.0,watermelon;egg whites,train
dish_1565726915,196.879501,251.0,olive oil;arugula;vinegar;roasted potatoes;squash;celery root;onions;broccoli;mustard;salt;cranberries,train
dish_1559239256,60.16,128.0,orange,test
dish_1563824406,474.136047,387.0,cherry tomatoes;carrot;bell peppers;olives;grilled chicken;onions,train
dish_1561737223,503.782013,334.0,sausage;broccoli;egg whites,train
dish_1566502271,296.816895,359.0,chard;parsley;chive;olive oil;carrot;caesar salad;garlic;salt;chicken;lemon juice;basil;brown rice;rosemary,train
dish_1564605328,541.238098,349.0,lettuce;bell peppers;cherry tomatoes;onions;cucumbers;feta cheese;vinaigrette;olives;cheese pizza,train
dish_1559332822,540.587341,408.0,cherry tomatoes;arugula;vinegar;cucumbers;zucchini;thyme;olive oil;pepper;salt;lettuce;salmon;lime;brown rice;chayote squash;onions;mixed greens,train
dish_1563908957,73.872749,159.0,caesar salad;olive oil;green beans,train
dish_1562168673,56.354836,73.0,mixed greens;blackberries;raspberries;honeydew melons;vinaigrette;granola,test
dish_1567542986,605.856323,498.0,broccoli;cheese pizza;salt;carrot;olive oil;onions;pineapple;beef;pepper;cilantro;soy sauce;lemon juice;kale;orange juice;vinegar;caesar salad;chicken thighs;chili;white rice;green onions;garlic,train
dish_1568401090,1158.98999,614.0,broccoli;mixed greens;avocado;olive oil;chicken,train
dish_1567106646,61.040001,201.0,cherry tomatoes;bell peppers;onions,train
dish_1563302391,401.215424,311.0,thyme;lemon juice;parsley;shallots;garlic;salt;roasted potatoes;chicken;spinach (raw);mushroom;wheat berry;olive oil,train
dish_1560369273,308.951691,221.0,vinegar;brown rice;olive oil;onions;basil;salt;garlic;fish;cherry tomatoes;pepper;pork;country rice;lemon juice;parsley;broccoli;green onions;shallots,train
dish_1566934085,82.590729,259.0,olive oil;cauliflower;bok choy,train
dish_1558115169,151.479996,28.0,bacon,train
dish_1560442374,90.637001,233.0,grapefruit juice,train
dish_1560527225,937.789368,503.0,garlic;tomatoes;mustard greens;potatoes;olive oil;cucumbers;vinegar;spinach (raw);mustard;bacon;sausage;scrambled eggs;berries;salt,train
dish_1558628711,129.064499,129.0,yam;sweet potato,train
dish_1563565415,303.477142,284.0,lemon juice;parsley;cherry tomatoes;eggs;corn on the cob;mushroom;thyme;kale;carrot;garlic;bok choy;fish;shallots;ground turkey;cream;onions;celery;olive oil;wheat berry;chive;chard;salt;white rice,test
dish_1567106668,80.309998,248.0,onions;cherry tomatoes;carrot;bell peppers,train
dish_1560357297,942.454041,492.0,sausage;scrambled eggs,train
dish_1559844458,55.889999,81.0,grapes,test
dish_1560444756,150.779999,418.0,honeydew melons;pineapple;watermelon,train
dish_1558110245,29.07,51.0,berries,train
dish_1564588820,81.119995,156.0,egg whites,test
dish_1563984199,322.679993,670.0,egg whites;cantaloupe;pineapple,test
dish_1563913588,180.811996,68.0,cheese pizza,train
dish_1565728591,388.406616,322.0,parsley;thyme;olive oil;onions;wheat berry;squash;spinach (raw);vinegar;beef;garlic;shallots;chicken;bok choy;salt;cheese pizza;lemon juice;roasted potatoes;broccoli;millet;spinach (cooked),train
dish_1556575700,0.0,86.0,plate only,train
dish_1559849097,495.928009,325.0,almonds;pears;grapes,test
dish_1562787745,85.357742,58.0,garlic;bulgur;salt;shallots;cranberries;mustard greens;olive oil;lemon juice;arugula;parsley;apple,train
dish_1563898107,440.69339,424.0,raspberries;greek yogurt;blueberries;bacon;pineapple;milk;chia seeds;scrambled eggs,test
dish_1563900120,46.896584,49.0,sweet potato;olive oil,train
dish_1560874548,41.040001,72.0,berries,train
dish_1563984296,436.337067,871.0,egg whites;olive oil;salsa;cantaloupe;sweet potato;pineapple,test
dish_1558721959,11.160001,62.0,cherry tomatoes,train
dish_1561491154,166.137466,158.0,cherry tomatoes;chive;garlic;olive oil;parsley;spinach (raw);chard;vinegar;fish;shallots;mustard;lemon juice;blueberries;wheat berry;radishes;salt,train
dish_1563477736,277.047302,234.0,shallots;salmon;vinegar;spinach (raw);parsley;lemon juice;chili;garlic;cilantro;salt;jalapenos;pepper;ginger;brown rice;apple;olive oil;brussels sprouts;onions;lime;millet;mixed greens,train
dish_1558639195,238.25,346.0,grapes;carrot;corn on the cob;apple,train
dish_1560454970,9.900001,55.0,cherry tomatoes,train
dish_1556575083,27.52,64.0,brussels sprouts,train
dish_1562099157,277.531311,207.0,cheese pizza;carrot;garlic;olive oil;quinoa;shallots;cherry tomatoes;vinegar;squash;chicken thighs;eggplant;pepper;lettuce;lime;mixed greens;green beans;onions;lemon juice;cucumbers;mushroom;wine;salt;spinach (cooked),test
dish_1560800918,70.825645,40.0,parsley;pepper;chickpeas;bulgur;salt;lemon juice;kale;olive oil,test
dish_1563218201,352.872009,156.0,grilled chicken,train
dish_1558722748,51.988998,49.0,corn on the cob,train
dish_1567628193,492.683044,439.0,quinoa;apple;arugula;chard;onions;kale;garlic;cranberries;shallots;country rice;green onions;bulgur;fish;parsley;lemon juice;mustard greens;olive oil;salt,train
dish_1566328988,747.747803,398.0,bok choy;shallots;beef;vinegar;jalapenos;bell peppers;spinach (raw);pepper;onions;olive oil;tomatoes;garlic;fried rice;chicken;cheese pizza;salt;spinach (cooked);millet,train
dish_1560441339,280.679993,154.0,bacon;quinoa;potatoes;bok choy;scrambled eggs,train
dish_1563898688,32.549999,93.0,broccoli,train
dish_1565021965,92.039993,177.0,egg whites,train
dish_1561753021,918.175781,573.0,garlic;cheese;pepper;arugula;brown rice;caesar salad;chicken thighs;onions;olive oil;salt;cilantro;salmon;thyme;tortilla;tomatoes;chili,train
dish_1565640576,307.28656,267.0,olive oil;lemon juice;onions;salt;cilantro;white rice;cherry tomatoes;jalapenos;arugula;mangos;pork;mustard greens;cucumbers;tomatoes;parsley;lime;garlic;rosemary;asparagus;zucchini,train
dish_1560543605,485.570892,501.0,pepper;tomatillo;salt;olives;chicken;brown rice;jalapenos;arugula;olive oil;onions;vinegar;garlic;broccoli;green onions;tomatoes;white rice;green beans;spinach (raw);ginger;lemon juice;soy sauce;caesar salad;quinoa;cilantro;fish,train
dish_1560961385,249.519989,293.0,sweet potato;scrambled eggs;strawberries;broccoli,train
dish_1565711453,198.320007,134.0,scrambled eggs,test
dish_1564590115,115.805847,121.0,sweet potato;olive oil,train
dish_1561577731,274.257721,334.0,shallots;mushroom;salt;onions;olive oil;cauliflower;vinegar;beef;spinach (cooked);bok choy;millet,train
dish_1568044634,413.19339,789.0,salsa;sweet potato;olive oil;egg whites;watermelon,train
dish_1561663914,257.398834,205.0,chicken;chive;garlic;vinegar;corn on the cob;soy sauce;pork;pepper;olive oil;white rice;carrot;apple;bok choy;chard;brown rice;green beans;basil;rosemary;salt;lemon juice;parsley;onions;sugar;mixed greens;millet,train
dish_1564082323,748.861206,518.0,garlic;white rice;caesar salad;brown rice;chard;pork;basil;parsley;rosemary;soy sauce;carrot;chicken;pepper;olive oil;lemon juice;bok choy;salt;chive;sugar,train
dish_1562613898,120.636047,162.0,shallots;salt;bulgur;lemon juice;mustard greens;olive oil;garlic;cranberries;broccoli;arugula;parsley;apple,train
dish_1563566626,62.099998,54.0,olives,train
dish_1567023161,141.699997,134.0,chicken;kimchi;olives,train
dish_1558722370,19.75,79.0,cauliflower,train
dish_1561060613,323.673248,304.0,bok choy;salmon;pineapple;jalapenos;olive oil;chili;cilantro;salt;cheese pizza;ginger;tofu;spinach (raw);brown rice;lemon juice;onions;lime;brussels sprouts;shallots;garlic,train
dish_1561575445,35.458431,123.0,salt;eggplant;cauliflower;olive oil,train
dish_1559060055,26.730001,81.0,strawberries,train
dish_1558381840,113.849998,69.0,chicken,train
dish_1562873416,52.360001,119.0,caesar salad,train
dish_1558381708,16.43,53.0,green beans,train
dish_1563553780,557.728821,167.0,granola;mixed greens;blackberries;raspberries;vinaigrette;bacon;almonds,train
dish_1561661806,183.475952,89.0,garlic;salt;sugar;white rice;soy sauce;pork;pepper;bok choy,train
dish_1563222800,302.318085,146.0,chicken breast;cherry tomatoes;pork;spinach (raw);pepperoni pizza;onions;zucchini;olive oil;parsley;white rice;wheat berry;parmesan cheese;arugula;rosemary;thyme;garlic;salt,train
dish_1568060461,376.762451,304.0,white rice;arugula;parsley;zucchini;olive oil;cherry tomatoes;lime;salt;mangos;pork;jalapenos;rosemary;cucumbers;lemon juice;onions;mustard greens;cilantro;garlic;tomatoes,train
dish_1560961202,171.069992,153.0,scrambled eggs;broccoli,train
dish_1561737293,801.822021,636.0,broccoli;cantaloupe;sausage;pineapple;egg whites;hash browns,train
dish_1566590946,405.611877,228.0,thyme;olive oil;salt;brown rice;arugula;pepper;salmon,train
dish_1565021220,543.713135,361.0,turnips;egg whites;sweet potato;salt;olive oil;waffles;tofu;pepper;sausage,train
dish_1562701956,6.84,38.0,cherry tomatoes,train
dish_1563475874,93.029999,251.0,pineapple;honeydew melons;cauliflower,train
dish_1563551360,322.640015,218.0,scrambled eggs,train
dish_1563563289,331.901978,218.0,olives;grilled chicken;cherry tomatoes,train
dish_1561739160,34.77,61.0,berries,test
dish_1562009182,306.229919,274.0,pepper;mustard;pecans;brussels sprouts;parsley;chard;wheat berry;blueberries;garlic;vinegar;carrot;olive oil;cabbage;lemon juice;arugula;mayonnaise;tofu;pork;jalapenos;salt,train
dish_1562007763,290.70047,298.0,salt;arugula;quinoa;parsley;caesar salad;garlic;shallots;lemon juice;thyme;olive oil,train
dish_1559845046,313.625977,207.0,potatoes;mandarin oranges;broccoli;almonds,train
dish_1563219056,416.869659,258.0,white rice;olives;pepperoni pizza;arugula;cherry tomatoes;pork;rosemary;parsley;onions;zucchini;olive oil;salt;celery;garlic,train
dish_1559846334,126.172005,233.0,pears;broccoli,train
dish_1558372948,687.939026,119.0,almonds,test
dish_1565033220,908.60498,578.0,mixed greens;olives;broccoli;chicken;vinaigrette,train
dish_1562010394,188.610443,116.0,pepper;garlic;cucumbers;lemon juice;parsley;onions;vinegar;wheat berry;cherry tomatoes;salt;lime;mixed greens;carrot;olive oil;cabbage;mayonnaise;jalapenos;pork;lettuce,train
dish_1563395341,143.585999,54.0,cheese pizza,train
dish_1558114609,540.89801,160.0,grapes;sausage;almonds;bacon,train
dish_1561405332,18.549999,53.0,broccoli,test
dish_1566415558,169.100739,234.0,olive oil;parsley;lemon juice;salt;garlic;shallots;chive;cherry tomatoes;fish;chard;green beans;wheat berry,train
dish_1558629578,22.5,90.0,cauliflower,train
dish_1559593722,140.562927,106.0,kale;vinegar;blueberries;chard;salt;pepper;quinoa;pumpkin seeds;walnuts;olive oil;arugula;mustard,train
dish_1561480439,155.161987,189.0,turkey bacon;pineapple;berries,train
dish_1562702355,68.882935,99.0,bell peppers;lettuce;onions;cucumbers;vinaigrette;cherry tomatoes;feta cheese;olives,train
dish_1563220171,465.47464,363.0,olive oil;wheat berry;thyme;broccoli;salt;garlic;brown rice;parmesan cheese;cherry tomatoes;chicken breast;spinach (raw);pepperoni pizza;squash,train
dish_1568314951,496.129456,325.0,salt;lime;spinach (cooked);cilantro;olive oil;onions;avocado;spinach (raw);jalapenos;lemon juice;salmon;chili;tomatoes;shallots;garlic;ginger;brown rice;vinegar;bok choy;millet;beef,train
dish_1563221025,245.445801,123.0,salt;white rice;parmesan cheese;pork;spinach (raw);arugula;parsley;garlic;chicken breast;cherry tomatoes;wheat berry;onions;rosemary;zucchini;thyme;olive oil,test
dish_1559674781,81.660004,203.0,grapes;honeydew melons,train
dish_1563827162,319.539948,354.0,soy sauce;white rice;ginger;squash;olive oil;garlic;green onions;cheese pizza;broccoli;caesar salad;pineapple;chicken;spinach (raw);green beans;vinegar;zucchini;salt,train
dish_1560798707,298.022003,139.0,broccoli;cheese pizza,train
dish_1568315177,637.806702,497.0,quinoa;ginger;jalapenos;brown rice;caesar dressing;olive oil;cilantro;chili;lime;salt;millet;bok choy;parmesan cheese;avocado;spinach (raw);green beans;mushroom;garlic;olives;salmon;lemon juice;kale;beef;vinegar;onions;croutons;spinach (cooked);shallots;tomatoes,train
dish_1558031675,248.882004,180.0,yam;bacon;cantaloupe,train
dish_1558116001,569.807007,223.0,almonds;grapes;sausage;bacon;potatoes,train
dish_1560369102,69.738571,121.0,garlic;mustard;salt;olive oil;blueberries;spinach (raw);vinegar;radishes;asparagus,train
dish_1558724932,416.231995,72.0,almonds,train
dish_1565638550,277.656799,215.0,salt;pork;wheat berry;arugula;parsley;olive oil;chicken breast;white rice;green beans;onions;spinach (raw);zucchini;rosemary;parmesan cheese;garlic;thyme;cherry tomatoes,test
dish_1561741174,245.839996,113.0,scrambled eggs;bacon,train
dish_1560367676,430.621216,198.0,olive oil;shallots;broccoli;onions;parsley;garlic;basil;lemon juice;vinegar;pork;brown rice;salt;cherry tomatoes;pepper,train
dish_1560356566,676.799988,213.0,scrambled eggs;bacon,train
dish_1558640563,4.14,23.0,cherry tomatoes,train
dish_1562688482,193.459991,169.0,roasted potatoes;chicken apple sausage;grapes,train
dish_1562875241,479.689514,275.0,chicken;pepper;squash;wheat berry;basil;olive oil;rosemary;pizza;salt;garlic;spinach (raw);thyme;parsley;zucchini;lemon juice;caesar salad,train
dish_1563563240,48.299999,42.0,olives,train
dish_1565711270,31.620001,93.0,cantaloupe,train
dish_1565378680,92.418648,81.0,olive oil;wheat berry,train
dish_1565972429,468.493896,831.0,olive oil;egg whites;sweet potato;salsa,train
dish_1558719145,547.072998,416.0,cantaloupe;cherry tomatoes;almonds;apple,train
dish_1561578676,212.034836,224.0,onions;olive oil;cauliflower;salt;roasted potatoes;millet;spinach (cooked);shallots;bok choy;beef;mushroom;vinegar,train
dish_1560366410,58.741066,96.0,blueberries;mustard;walnuts;salt;pepper;asparagus;olive oil;arugula;chard;vinegar,train
dish_1565637504,28.0,56.0,pineapple,train
dish_1559667994,445.299988,213.0,scrambled eggs;hash browns;bagels;cream cheese,train
dish_1567613019,376.526337,645.0,sweet potato;olive oil;watermelon;egg whites,train
dish_1562777037,215.273514,171.0,brussels sprouts;scrambled eggs;olive oil;pepper;salt,train
dish_1558640849,105.23999,238.0,apple;cauliflower;carrot,train
dish_1562603895,1268.157349,517.0,blackberries;mixed greens;vinaigrette;hash browns;scrambled eggs;raspberries;granola;sausage,train
dish_1558457468,23.800001,70.0,cantaloupe,train
dish_1558630038,12.75,51.0,cauliflower,train
dish_1564170836,240.164917,135.0,salmon;olive oil;arugula;brown rice;salt;pepper;thyme,train
dish_1564774805,621.091003,353.0,cherry tomatoes;pepper;mayonnaise;olive oil;lemon juice;parsley;chive;shallots;broccoli;salmon;pickles;arugula;lentils;kale;salt;garlic,train
dish_1562871537,685.772949,554.0,squash;white rice;grilled chicken;pepper;cheese pizza;salt;brussels sprouts;olive oil;mushroom,train
dish_1560527105,92.725296,104.0,olive oil;mustard greens;cucumbers;tomatoes;mustard;potatoes;salt;garlic;spinach (raw);vinegar,train
dish_1564590288,464.855835,848.0,pineapple;watermelon;egg whites;berries;cantaloupe;sweet potato;olive oil,train
dish_1562008394,2.4,24.0,cucumbers,train
dish_1560445004,339.5979,290.0,bell peppers;olive oil;mustard;cucumbers;vinegar;watermelon;scrambled eggs;bok choy;bacon;salt;garlic;honeydew melons;pineapple;yam;radishes,test
dish_1562875940,386.66684,418.0,country rice;lime;parsley;jicama;fish;couscous;garlic;chive;salt;sour cream;nopales;olive oil;arugula;bok choy;pepper;carrot;corn,train
dish_1563207406,372.070038,443.0,scrambled eggs;pineapple;egg whites;yam;watermelon;sweet potato;grapes;olive oil,train
dish_1560975346,326.338562,224.0,bell peppers;lime;olive oil;chicken thighs;jalapenos;salt;cabbage;parsley;lemon juice;garlic;hominy;tomatoes;chili,train
dish_1559674074,140.980011,53.0,pizza,train
dish_1562873264,503.60022,595.0,pepper;fish;corn;jicama;chive;arugula;parsley;nopales;olive oil;garlic;salt;bok choy;country rice;sour cream;green beans;carrot;lime,train
dish_1560527745,87.761002,149.0,yogurt,train
dish_1565195436,340.958527,164.0,olive oil;chicken apple sausage;sweet potato;bacon,train
dish_1566844803,249.819977,227.0,caesar salad;pepperoni pizza,train
dish_1560456794,205.283386,188.0,salt;parsley;chive;nopales;lime;olive oil;carrot;garlic;corn;pepper;arugula;fish;sour cream;jicama,train
dish_1563563378,385.441956,351.0,carrot;grilled chicken;bell peppers;onions;cherry tomatoes;olives,train
dish_1563479625,202.649231,214.0,goat cheese;salt;figs;spinach (raw);shallots;chili;brussels sprouts;ginger;jalapenos;salmon;cauliflower;garlic;lime;onions;lemon juice;mustard greens;olive oil;cilantro;arugula;brown rice;apple;pepper;broccoli,train
dish_1562871363,245.872986,140.0,white rice;cheese pizza,train
dish_1566850142,464.951172,284.0,cabbage;lime;garlic;lettuce;carrot;olive oil;parsley;vinegar;jalapenos;cherry tomatoes;salt;mixed greens;lemon juice;cucumbers;onions;mayonnaise;wheat berry;pork;pepper,test
dish_1562775356,177.600006,120.0,scrambled eggs,train
dish_1564086709,393.270325,307.0,pesto;cheese pizza;caesar salad;cherry tomatoes;pasta;cheese;spinach (raw);corn on the cob;onions,train
dish_1557937758,106.782997,128.0,blackberries;strawberries;yam;raspberries;eggs,test
dish_1566316558,490.288025,263.0,vinegar;garlic;radishes;scrambled eggs;bacon;salt;bell peppers;olive oil;mustard;cucumbers,train
dish_1563295016,127.879997,79.0,bacon;pineapple,test
dish_1558110478,205.438995,161.0,eggs;berries;bacon;yam,test
dish_1568320383,437.124115,196.0,vinegar;beef;bok choy;shallots;millet;spinach (cooked);quinoa;cheese pizza;salt;onions;olive oil,train
dish_1558639306,40.59,99.0,carrot,train
dish_1566931116,35.5,142.0,cauliflower,train
dish_1561061123,399.430664,357.0,arugula;tofu;ginger;jalapenos;brown rice;olive oil;mustard greens;onions;chili;lemon juice;garlic;parsley;salmon;apple;pepper;spinach (raw);bulgur;brussels sprouts;lime;salt;cranberries;cilantro;shallots,train
dish_1558376938,51.060001,74.0,grapes,test
dish_1563468362,411.686035,598.0,cottage cheese;pineapple;watermelon;olive oil;sweet potato;berries;yam;egg whites,train
dish_1560543583,254.657333,350.0,olives;fish;pepper;tomatoes;quinoa;arugula;lemon juice;cilantro;salt;tomatillo;jalapenos;brown rice;onions;olive oil;garlic;caesar salad,train
dish_1567542843,471.296509,216.0,green onions;chili;pineapple;vinegar;onions;olive oil;garlic;salt;broccoli;beef;white rice;chicken thighs;kale;lemon juice;orange juice;cilantro;soy sauce;cheese pizza,train
dish_1565981848,147.410431,198.0,carrot;parsley;salt;lemon juice;chive;garlic;olive oil;shallots;wheat berry;cherry tomatoes;tofu;pepper;fish;chard,train
dish_1566849955,147.169998,288.0,olives;onions;cherry tomatoes;carrot,test
dish_1558373008,251.558014,73.0,sausage,test
dish_1561577598,813.452026,393.0,blueberries;olive oil;spinach (cooked);millet;bok choy;walnuts;salt;mustard;arugula;vinegar;chard;beef;pepper;shallots;onions;pizza,train
dish_1566838351,190.009995,417.0,berries;watermelon;pineapple,test
dish_1563565761,88.662773,159.0,mushroom;wheat berry;chard;cherry tomatoes;fish;onions;salt;garlic;shallots;chive;olive oil;kale;lemon juice;parsley,train
dish_1561662022,159.686279,166.0,mixed greens;salt;parsley;onions;lemon juice;olive oil;green beans;vinegar;millet;apple,train
dish_1565117990,582.0,380.0,tuna;chicken breast;bell peppers;cheese pizza,train
dish_1558460138,10.08,56.0,cherry tomatoes,train
dish_1563479596,104.373558,151.0,olive oil;lemon juice;salt;broccoli;figs;apple;goat cheese;cauliflower;pepper;arugula;brussels sprouts;mustard greens,train
dish_1562874203,362.521729,332.0,carrot;chive;lime;salt;nopales;parsley;olive oil;jicama;arugula;sour cream;pepper;garlic;corn;fish,train
dish_1564675157,208.928787,284.0,grapes;watermelon;sweet potato;olive oil,train
dish_1561580552,22.25,89.0,cauliflower,train
dish_1561737248,699.382019,394.0,sausage;egg whites;hash browns;broccoli,train
dish_1568666303,443.199982,560.0,artichokes;chicken;lettuce;broccoli,train
dish_1558638924,6.25,25.0,cauliflower,train
dish_1561494001,162.687851,216.0,walnuts;salt;squash;mustard;olive oil;chard;arugula;vinegar;blueberries;pepper,train
dish_1566502000,63.008781,184.0,olive oil;bok choy,train
dish_1562010130,638.187561,376.0,carrot;olive oil;lemon juice;cabbage;arugula;vinegar;pork;pepper;garlic;salt;chickpeas;brussels sprouts;mustard greens;parsley;jalapenos;mayonnaise;wheat berry,train
dish_1562097001,529.879639,418.0,salt;olive oil;mixed greens;lettuce;cucumbers;green beans;parsley;onions;lime;cherry tomatoes;pepper;white beans;vinegar;arugula;pizza;snow peas;garlic;bell peppers;chive;artichokes;fish,train
dish_1558640477,59.416,56.0,corn on the cob,train
dish_1561061593,42.458584,52.0,caesar dressing;parmesan cheese;kale;croutons,train
dish_1563302420,435.626282,381.0,chicken;garlic;shallots;mushroom;pepper;spinach (raw);wheat berry;olive oil;thyme;parsley;lemon juice;salt;roasted potatoes;carrot,train
dish_1557863012,3.1,31.0,cucumbers,train
dish_1565382803,359.408569,177.0,salt;pepper;olive oil;carrot;roasted potatoes;pepperoni pizza,train
dish_1564516760,442.728943,329.0,eggplant;spinach (cooked);olive oil;carrot;shallots;garlic;wine;mushroom;lemon juice;chicken thighs;squash;quinoa;pepper;salt,train
dish_1565895879,96.681755,231.0,kale;chard;olive oil;green beans,train
dish_1568318316,525.419983,297.0,mixed greens;steak,train
dish_1559242155,116.116005,203.0,pears,train
dish_1567023335,138.336395,117.0,greek salad;garlic;salt;pecans;raspberries;mustard;olive oil;almonds;blueberries;arugula;vinegar;chard;carrot,train
dish_1563566909,222.530014,187.0,wild rice,test
dish_1558637932,248.286987,393.0,corn on the cob;apple;cauliflower;grapes,train
dish_1563294522,250.965668,400.0,sweet potato;yam;watermelon;strawberries;olive oil;pineapple;grapes,train
dish_1557937157,355.25,271.0,strawberries;broccoli;raspberries;eggs;bacon,test
dish_1565727791,121.074005,99.0,mixed greens;broccoli;parmesan cheese,train
dish_1561753477,432.267029,280.0,tomatoes;celery root;salmon;cheese;vinegar;brown rice;onions;turnips;olive oil;thyme;chili;cherry tomatoes;pepper;chicken thighs;mustard;arugula;tortilla;mixed greens;cilantro;salt;garlic,train
dish_1564675060,23.1,77.0,watermelon,train
dish_1558030289,38.52,107.0,honeydew melons,test
dish_1566416339,77.979889,186.0,eggplant;green beans;salt;olive oil,train
dish_1560441511,51.919998,123.0,watermelon;cantaloupe;berries,train
dish_1558640604,60.839996,117.0,apple,train
dish_1559667973,334.460022,179.0,bagels;cream cheese;scrambled eggs,train
dish_1567110811,537.987976,282.0,bok choy;pepper;vinegar;pizza;cucumbers;olive oil;spinach (cooked);lettuce;cherry tomatoes;beef;millet;onions;lime;mixed greens;shallots;salt,train
dish_1563568118,139.833847,134.0,chard;kale;parsley;garlic;shallots;chive;olive oil;salt;fish;cherry tomatoes;wheat berry;lemon juice,train
dish_1562097653,116.16552,102.0,beets;onions;vinegar;lettuce;carrot;salt;mustard;arugula;olive oil;wheat berry,train
dish_1560367153,117.181976,254.0,honeydew melons;onions;country rice;green onions;garlic;salt;olive oil;tofu;fish;cherry tomatoes;asparagus,train
dish_1563220058,146.639999,52.0,pepperoni pizza,train
dish_1558632799,20.159,19.0,corn on the cob,train
dish_1563305083,1234.856323,901.0,chili;lettuce;shallots;broccoli;olive oil;parsley;chicken;blue cheese;beef;mixed greens;salt;carrot;walnuts;thyme;spinach (raw);eggplant;white rice;pepper;garlic;mustard;lemon juice;kale;wheat berry;green onions;soy sauce;orange juice;onions;tofu;vinegar,train
dish_1565034234,43.75,175.0,cauliflower,train
dish_1564083508,276.261993,225.0,grilled chicken;olives;cherry tomatoes,train
dish_1567629081,239.309998,90.0,cheese pizza,train
dish_1558373405,13.6,40.0,cantaloupe,train
dish_1562702007,24.784069,100.0,cherry tomatoes;olive oil;squash;salt,train
dish_1563811611,195.360001,132.0,scrambled eggs,train
dish_1566414924,247.482193,227.0,mustard;olive oil;pecans;salt;garlic;roasted potatoes;blueberries;arugula;vinegar;chard;green beans,train
dish_1567801830,265.072388,201.0,caesar salad;cheese pizza;bok choy;sugar;garlic;soy sauce;salt;pepper;white rice;roasted potatoes;pork,train
dish_1563568025,244.986359,247.0,fish;cherry tomatoes;salt;bok choy;wheat berry;olive oil;chard;parsley;kale;lemon juice;chive;garlic;shallots;corn on the cob,train
